'Elapsed time','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
5.796,0.015,0.056,0.007,81.05,29.925,0.207,-0.669
5.798,0.016,0.061,0.009,81.05,29.925,0.207,-0.669
5.8,0.017,0.067,0.01,81,30.525,0.139,-0.671
5.802,0.017,0.072,0.011,81,30.525,0.139,-0.671
5.804,0.019,0.077,0.013,81,30.525,0.139,-0.671
5.806,0.021,0.082,0.014,81,30.525,0.139,-0.671
5.808,0.022,0.087,0.015,81.35,30.275,0.066,-0.673
5.81,0.024,0.093,0.015,81.35,30.275,0.066,-0.673
5.812,0.026,0.098,0.015,81.35,30.275,0.066,-0.673
5.814,0.028,0.102,0.014,81.35,30.275,0.066,-0.673
5.816,0.029,0.105,0.014,82.05,29.45,-0.006,-0.675
5.818,0.031,0.108,0.014,82.05,29.45,-0.006,-0.675
5.82,0.031,0.109,0.014,82.05,29.45,-0.006,-0.675
5.822,0.031,0.11,0.014,82.05,29.45,-0.006,-0.675
5.824,0.03,0.108,0.014,82.95,28.3,-0.077,-0.677
5.826,0.03,0.107,0.014,82.95,28.3,-0.077,-0.677
5.828,0.028,0.102,0.014,82.95,28.3,-0.077,-0.677
5.83,0.026,0.096,0.014,82.95,28.3,-0.077,-0.677
5.832,0.024,0.088,0.014,83.9,27,-0.142,-0.678
5.834,0.021,0.08,0.014,83.9,27,-0.142,-0.678
5.836,0.019,0.071,0.013,83.9,27,-0.142,-0.678
5.838,0.017,0.063,0.013,83.9,27,-0.142,-0.678
5.84,0.015,0.055,0.011,84.9,25.65,-0.198,-0.68
5.842,0.013,0.047,0.01,84.9,25.65,-0.198,-0.68
5.844,0.011,0.041,0.008,84.9,25.65,-0.198,-0.68
5.846,0.01,0.034,0.006,84.9,25.65,-0.198,-0.68
5.848,0.008,0.029,0.004,85.85,24.3,-0.246,-0.682
5.85,0.006,0.024,0.001,85.85,24.3,-0.246,-0.682
5.852,0.004,0.021,-0.002,85.85,24.3,-0.246,-0.682
5.854,0.002,0.017,-0.004,85.85,24.3,-0.246,-0.682
5.856,0,0.015,-0.007,86.75,22.85,-0.281,-0.684
5.858,-0.002,0.012,-0.01,86.75,22.85,-0.281,-0.684
5.86,-0.005,0.009,-0.012,86.75,22.85,-0.281,-0.684
5.862,-0.008,0.006,-0.014,86.75,22.85,-0.281,-0.684
5.864,-0.011,0.004,-0.015,87.45,21.425,-0.303,-0.687
5.866,-0.013,0.001,-0.017,87.45,21.425,-0.303,-0.687
5.868,-0.015,-0.002,-0.018,87.45,21.425,-0.303,-0.687
5.87,-0.016,-0.004,-0.018,87.45,21.425,-0.303,-0.687
5.872,-0.018,-0.006,-0.018,88,20.325,-0.319,-0.69
5.874,-0.019,-0.009,-0.019,88,20.325,-0.319,-0.69
5.876,-0.021,-0.011,-0.019,88,20.325,-0.319,-0.69
5.878,-0.022,-0.013,-0.02,88,20.325,-0.319,-0.69
5.88,-0.022,-0.015,-0.021,88.2,19.55,-0.323,-0.694
5.882,-0.023,-0.018,-0.021,88.2,19.55,-0.323,-0.694
5.884,-0.022,-0.019,-0.02,88.2,19.55,-0.323,-0.694
5.886,-0.022,-0.02,-0.019,88.2,19.55,-0.323,-0.694
5.888,-0.022,-0.021,-0.018,88.4,19.2,-0.302,-0.697
5.89,-0.022,-0.022,-0.018,88.4,19.2,-0.302,-0.697
5.892,-0.022,-0.022,-0.018,88.4,19.2,-0.302,-0.697
5.894,-0.023,-0.023,-0.019,88.4,19.2,-0.302,-0.697
5.896,-0.024,-0.025,-0.019,88.4,19.025,-0.294,-0.7
5.898,-0.024,-0.026,-0.019,88.4,19.025,-0.294,-0.7
5.9,-0.024,-0.028,-0.019,88.4,19.025,-0.294,-0.7
5.902,-0.024,-0.03,-0.019,88.4,19.025,-0.294,-0.7
5.904,-0.023,-0.03,-0.019,88.3,18.975,-0.277,-0.702
5.906,-0.022,-0.03,-0.019,88.3,18.975,-0.277,-0.702
5.908,-0.022,-0.03,-0.019,88.3,18.975,-0.277,-0.702
5.91,-0.022,-0.03,-0.019,88.3,18.975,-0.277,-0.702
5.912,-0.021,-0.03,-0.019,88.05,19.1,-0.262,-0.703
5.914,-0.021,-0.03,-0.019,88.05,19.1,-0.262,-0.703
5.916,-0.02,-0.03,-0.019,88.05,19.1,-0.262,-0.703
5.918,-0.019,-0.03,-0.019,88.05,19.1,-0.262,-0.703
5.92,-0.018,-0.03,-0.019,87.65,19.2,-0.244,-0.704
5.922,-0.018,-0.03,-0.019,87.65,19.2,-0.244,-0.704
5.924,-0.018,-0.03,-0.019,87.65,19.2,-0.244,-0.704
5.926,-0.019,-0.03,-0.019,87.65,19.2,-0.244,-0.704
5.928,-0.019,-0.03,-0.019,87.15,19.375,-0.23,-0.706
5.93,-0.019,-0.03,-0.019,87.15,19.375,-0.23,-0.706
5.932,-0.019,-0.03,-0.019,87.15,19.375,-0.23,-0.706
5.934,-0.019,-0.031,-0.019,87.15,19.375,-0.23,-0.706
5.936,-0.019,-0.032,-0.019,86.6,19.55,-0.22,-0.708
5.938,-0.019,-0.033,-0.019,86.6,19.55,-0.22,-0.708
5.94,-0.018,-0.033,-0.018,86.6,19.55,-0.22,-0.708
5.942,-0.018,-0.033,-0.018,86.6,19.55,-0.22,-0.708
5.944,-0.016,-0.03,-0.015,85.95,19.675,-0.212,-0.711
5.946,-0.014,-0.028,-0.013,85.95,19.675,-0.212,-0.711
5.948,-0.009,-0.024,-0.005,85.95,19.675,-0.212,-0.711
5.95,-0.004,-0.02,0.002,85.95,19.675,-0.212,-0.711
5.952,0.004,-0.015,0.016,85.3,19.625,-0.208,-0.714
5.954,0.012,-0.01,0.03,85.3,19.625,-0.208,-0.714
5.956,0.025,-0.008,0.051,85.3,19.625,-0.208,-0.714
5.958,0.039,-0.006,0.072,85.3,19.625,-0.208,-0.714
5.96,0.057,-0.011,0.098,84.65,19.375,-0.21,-0.716
5.962,0.074,-0.015,0.124,84.65,19.375,-0.21,-0.716
5.964,0.093,-0.026,0.152,84.65,19.375,-0.21,-0.716
5.966,0.112,-0.038,0.18,84.65,19.375,-0.21,-0.716
5.968,0.128,-0.053,0.206,84,19.275,-0.214,-0.718
5.97,0.144,-0.069,0.233,84,19.275,-0.214,-0.718
5.972,0.155,-0.084,0.255,84,19.275,-0.214,-0.718
5.974,0.166,-0.098,0.276,84,19.275,-0.214,-0.718
5.976,0.173,-0.112,0.292,83.35,19.45,-0.226,-0.718
5.978,0.18,-0.125,0.309,83.35,19.45,-0.226,-0.718
5.98,0.181,-0.139,0.32,83.35,19.45,-0.226,-0.718
5.982,0.182,-0.152,0.331,83.35,19.45,-0.226,-0.718
5.984,0.175,-0.166,0.33,82.75,19.8,-0.237,-0.718
5.986,0.168,-0.179,0.328,82.75,19.8,-0.237,-0.718
5.988,0.147,-0.192,0.304,82.75,19.8,-0.237,-0.718
5.99,0.127,-0.205,0.28,82.75,19.8,-0.237,-0.718
5.992,0.086,-0.217,0.225,82.2,20.2,-0.254,-0.718
5.994,0.046,-0.229,0.169,82.2,20.2,-0.254,-0.718
5.996,-0.015,-0.238,0.082,82.2,20.2,-0.254,-0.718
5.998,-0.075,-0.248,-0.006,82.2,20.2,-0.254,-0.718
6,-0.143,-0.255,-0.107,81.65,20.8,-0.272,-0.718
6.002,-0.212,-0.261,-0.209,81.65,20.8,-0.272,-0.718
6.004,-0.269,-0.266,-0.294,81.65,20.8,-0.272,-0.718
6.006,-0.326,-0.27,-0.38,81.65,20.8,-0.272,-0.718
6.008,-0.354,-0.271,-0.425,81.2,21.6,-0.292,-0.717
6.01,-0.382,-0.271,-0.47,81.2,21.6,-0.292,-0.717
6.012,-0.378,-0.267,-0.47,81.2,21.6,-0.292,-0.717
6.014,-0.374,-0.263,-0.471,81.2,21.6,-0.292,-0.717
6.016,-0.347,-0.254,-0.44,80.7,22.675,-0.314,-0.715
6.018,-0.32,-0.244,-0.408,80.7,22.675,-0.314,-0.715
6.02,-0.285,-0.228,-0.365,80.7,22.675,-0.314,-0.715
6.022,-0.25,-0.212,-0.323,80.7,22.675,-0.314,-0.715
6.024,-0.217,-0.192,-0.283,80.25,24.075,-0.337,-0.714
6.026,-0.185,-0.171,-0.243,80.25,24.075,-0.337,-0.714
6.028,-0.159,-0.15,-0.212,80.25,24.075,-0.337,-0.714
6.03,-0.132,-0.13,-0.181,80.25,24.075,-0.337,-0.714
6.032,-0.112,-0.11,-0.157,79.95,25.475,-0.357,-0.712
6.034,-0.091,-0.09,-0.132,79.95,25.475,-0.357,-0.712
6.036,-0.074,-0.071,-0.111,79.95,25.475,-0.357,-0.712
6.038,-0.058,-0.053,-0.09,79.95,25.475,-0.357,-0.712
6.04,-0.045,-0.038,-0.073,79.65,26.525,-0.382,-0.71
6.042,-0.033,-0.024,-0.056,79.65,26.525,-0.382,-0.71
6.044,-0.024,-0.015,-0.044,79.65,26.525,-0.382,-0.71
6.046,-0.015,-0.005,-0.032,79.65,26.525,-0.382,-0.71
6.048,-0.009,0.001,-0.024,79.3,26.7,-0.403,-0.709
6.05,-0.004,0.006,-0.015,79.3,26.7,-0.403,-0.709
6.052,-0.001,0.009,-0.01,79.3,26.7,-0.403,-0.709
6.054,0.003,0.012,-0.005,79.3,26.7,-0.403,-0.709
6.056,0.006,0.013,-0.003,78.95,26.175,-0.422,-0.708
6.058,0.009,0.015,0,78.95,26.175,-0.422,-0.708
6.06,0.01,0.017,0.002,78.95,26.175,-0.422,-0.708
6.062,0.011,0.018,0.004,78.95,26.175,-0.422,-0.708
6.064,0.011,0.019,0.006,78.55,25.3,-0.442,-0.709
6.066,0.012,0.02,0.008,78.55,25.3,-0.442,-0.709
6.068,0.013,0.021,0.009,78.55,25.3,-0.442,-0.709
6.07,0.014,0.021,0.011,78.55,25.3,-0.442,-0.709
6.072,0.015,0.021,0.011,78.15,24.425,-0.463,-0.71
6.074,0.015,0.022,0.012,78.15,24.425,-0.463,-0.71
6.076,0.015,0.022,0.013,78.15,24.425,-0.463,-0.71
6.078,0.014,0.022,0.014,78.15,24.425,-0.463,-0.71
6.08,0.014,0.022,0.015,77.85,23.9,-0.479,-0.712
6.082,0.014,0.023,0.015,77.85,23.9,-0.479,-0.712
6.084,0.014,0.024,0.015,77.85,23.9,-0.479,-0.712
6.086,0.014,0.025,0.014,77.85,23.9,-0.479,-0.712
6.088,0.014,0.025,0.014,77.55,23.9,-0.495,-0.716
6.09,0.014,0.026,0.014,77.55,23.9,-0.495,-0.716
6.092,0.014,0.025,0.014,77.55,23.9,-0.495,-0.716
6.094,0.014,0.025,0.014,77.55,23.9,-0.495,-0.716
6.096,0.015,0.025,0.014,77.4,24.25,-0.508,-0.72
6.098,0.015,0.025,0.014,77.4,24.25,-0.508,-0.72
6.1,0.016,0.025,0.014,77.4,24.25,-0.508,-0.72
6.102,0.017,0.025,0.014,77.4,24.25,-0.508,-0.72
6.104,0.018,0.025,0.014,77.25,24.425,-0.519,-0.725
6.106,0.02,0.025,0.014,77.25,24.425,-0.519,-0.725
6.108,0.021,0.025,0.015,77.25,24.425,-0.519,-0.725
6.11,0.022,0.026,0.015,77.25,24.425,-0.519,-0.725
6.112,0.024,0.027,0.016,77.2,24.175,-0.531,-0.731
6.114,0.025,0.028,0.017,77.2,24.175,-0.531,-0.731
6.116,0.025,0.029,0.018,77.2,24.175,-0.531,-0.731
6.118,0.026,0.029,0.02,77.2,24.175,-0.531,-0.731
6.12,0.025,0.029,0.021,77.15,23.725,-0.54,-0.737
6.122,0.025,0.028,0.021,77.15,23.725,-0.54,-0.737
6.124,0.025,0.027,0.022,77.15,23.725,-0.54,-0.737
6.126,0.026,0.026,0.023,77.15,23.725,-0.54,-0.737
6.128,0.027,0.026,0.025,77.15,23.375,-0.546,-0.744
6.13,0.028,0.026,0.026,77.15,23.375,-0.546,-0.744
6.132,0.029,0.027,0.028,77.15,23.375,-0.546,-0.744
6.134,0.03,0.028,0.03,77.15,23.375,-0.546,-0.744
6.136,0.032,0.029,0.032,77.2,23.025,-0.55,-0.751
6.138,0.033,0.03,0.034,77.2,23.025,-0.55,-0.751
6.14,0.035,0.031,0.036,77.2,23.025,-0.55,-0.751
6.142,0.037,0.032,0.039,77.2,23.025,-0.55,-0.751
6.144,0.038,0.032,0.041,77.5,22.55,-0.554,-0.758
6.146,0.04,0.032,0.043,77.5,22.55,-0.554,-0.758
6.148,0.041,0.031,0.044,77.5,22.55,-0.554,-0.758
6.15,0.041,0.03,0.046,77.5,22.55,-0.554,-0.758
6.152,0.043,0.029,0.048,78.15,22.125,-0.556,-0.765
6.154,0.044,0.029,0.05,78.15,22.125,-0.556,-0.765
6.156,0.046,0.029,0.052,78.15,22.125,-0.556,-0.765
6.158,0.048,0.029,0.055,78.15,22.125,-0.556,-0.765
6.16,0.05,0.029,0.057,79.2,22.025,-0.552,-0.772
6.162,0.052,0.029,0.059,79.2,22.025,-0.552,-0.772
6.164,0.054,0.03,0.061,79.2,22.025,-0.552,-0.772
6.166,0.056,0.031,0.064,79.2,22.025,-0.552,-0.772
6.168,0.058,0.033,0.068,80.8,22.375,-0.55,-0.778
6.17,0.06,0.035,0.071,80.8,22.375,-0.55,-0.778
6.172,0.063,0.036,0.076,80.8,22.375,-0.55,-0.778
6.174,0.066,0.038,0.081,80.8,22.375,-0.55,-0.778
6.176,0.069,0.039,0.086,82.95,23.25,-0.544,-0.784
6.178,0.072,0.04,0.09,82.95,23.25,-0.544,-0.784
6.18,0.074,0.04,0.092,82.95,23.25,-0.544,-0.784
6.182,0.077,0.039,0.095,82.95,23.25,-0.544,-0.784
6.184,0.08,0.038,0.097,85.6,24.475,-0.539,-0.789
6.186,0.082,0.037,0.099,85.6,24.475,-0.539,-0.789
6.188,0.083,0.037,0.101,85.6,24.475,-0.539,-0.789
6.19,0.084,0.037,0.103,85.6,24.475,-0.539,-0.789
6.192,0.085,0.038,0.105,88.7,25.95,-0.525,-0.794
6.194,0.085,0.039,0.107,88.7,25.95,-0.525,-0.794
6.196,0.086,0.04,0.108,88.7,25.95,-0.525,-0.794
6.198,0.087,0.04,0.109,88.7,25.95,-0.525,-0.794
6.2,0.088,0.041,0.11,92.1,27.525,-0.51,-0.798
6.202,0.089,0.041,0.11,92.1,27.525,-0.51,-0.798
6.204,0.089,0.042,0.11,92.1,27.525,-0.51,-0.798
6.206,0.09,0.042,0.109,92.1,27.525,-0.51,-0.798
6.208,0.089,0.042,0.108,95.7,29,-0.491,-0.801
6.21,0.088,0.041,0.108,95.7,29,-0.491,-0.801
6.212,0.087,0.04,0.106,95.7,29,-0.491,-0.801
6.214,0.086,0.039,0.105,95.7,29,-0.491,-0.801
6.216,0.085,0.037,0.103,99.3,30.35,-0.463,-0.804
6.218,0.084,0.036,0.101,99.3,30.35,-0.463,-0.804
6.22,0.081,0.035,0.098,99.3,30.35,-0.463,-0.804
6.222,0.078,0.035,0.094,99.3,30.35,-0.463,-0.804
6.224,0.075,0.034,0.091,102.85,31.4,-0.426,-0.807
6.226,0.072,0.033,0.089,102.85,31.4,-0.426,-0.807
6.228,0.068,0.033,0.086,102.85,31.4,-0.426,-0.807
6.23,0.064,0.032,0.083,102.85,31.4,-0.426,-0.807
6.232,0.061,0.032,0.079,106.15,32.1,-0.379,-0.809
6.234,0.058,0.032,0.075,106.15,32.1,-0.379,-0.809
6.236,0.056,0.032,0.071,106.15,32.1,-0.379,-0.809
6.238,0.053,0.032,0.067,106.15,32.1,-0.379,-0.809
6.24,0.05,0.03,0.064,109,32.325,-0.325,-0.81
6.242,0.047,0.029,0.06,109,32.325,-0.325,-0.81
6.244,0.044,0.028,0.057,109,32.325,-0.325,-0.81
6.246,0.041,0.026,0.053,109,32.325,-0.325,-0.81
6.248,0.038,0.025,0.049,111.3,32.225,-0.258,-0.811
6.25,0.035,0.024,0.045,111.3,32.225,-0.258,-0.811
6.252,0.032,0.022,0.04,111.3,32.225,-0.258,-0.811
6.254,0.028,0.021,0.034,111.3,32.225,-0.258,-0.811
6.256,0.025,0.02,0.029,112.85,31.75,-0.185,-0.811
6.258,0.023,0.019,0.024,112.85,31.75,-0.185,-0.811
6.26,0.021,0.018,0.021,112.85,31.75,-0.185,-0.811
6.262,0.018,0.016,0.017,112.85,31.75,-0.185,-0.811
6.264,0.015,0.015,0.015,113.55,31.05,-0.105,-0.811
6.266,0.013,0.014,0.013,113.55,31.05,-0.105,-0.811
6.268,0.011,0.012,0.011,113.55,31.05,-0.105,-0.811
6.27,0.009,0.01,0.01,113.55,31.05,-0.105,-0.811
6.272,0.006,0.009,0.007,113.6,30.175,-0.021,-0.81
6.274,0.003,0.007,0.005,113.6,30.175,-0.021,-0.81
6.276,0,0.006,0.002,113.6,30.175,-0.021,-0.81
6.278,-0.003,0.005,-0.002,113.6,30.175,-0.021,-0.81
6.28,-0.005,0.004,-0.005,113.05,29.175,0.063,-0.81
6.282,-0.008,0.003,-0.009,113.05,29.175,0.063,-0.81
6.284,-0.011,0.001,-0.013,113.05,29.175,0.063,-0.81
6.286,-0.013,-0.002,-0.016,113.05,29.175,0.063,-0.81
6.288,-0.015,-0.005,-0.018,111.9,28.125,0.147,-0.811
6.29,-0.016,-0.008,-0.02,111.9,28.125,0.147,-0.811
6.292,-0.017,-0.011,-0.021,111.9,28.125,0.147,-0.811
6.294,-0.018,-0.013,-0.023,111.9,28.125,0.147,-0.811
6.296,-0.019,-0.015,-0.024,110.2,26.95,0.227,-0.813
6.298,-0.02,-0.016,-0.025,110.2,26.95,0.227,-0.813
6.3,-0.021,-0.017,-0.026,110.2,26.95,0.227,-0.813
6.302,-0.021,-0.017,-0.027,110.2,26.95,0.227,-0.813
6.304,-0.02,-0.017,-0.027,107.9,25.6,0.298,-0.814
6.306,-0.019,-0.016,-0.027,107.9,25.6,0.298,-0.814
6.308,-0.018,-0.015,-0.028,107.9,25.6,0.298,-0.814
6.31,-0.018,-0.015,-0.028,107.9,25.6,0.298,-0.814
6.312,-0.018,-0.014,-0.028,105.2,24.25,0.361,-0.814
6.314,-0.018,-0.013,-0.027,105.2,24.25,0.361,-0.814
6.316,-0.017,-0.013,-0.026,105.2,24.25,0.361,-0.814
6.318,-0.016,-0.012,-0.025,105.2,24.25,0.361,-0.814
6.32,-0.015,-0.011,-0.025,102.1,22.85,0.408,-0.812
6.322,-0.014,-0.011,-0.025,102.1,22.85,0.408,-0.812
6.324,-0.012,-0.011,-0.024,102.1,22.85,0.408,-0.812
6.326,-0.01,-0.011,-0.022,102.1,22.85,0.408,-0.812
6.328,-0.009,-0.011,-0.021,98.75,21.5,0.445,-0.809
6.33,-0.008,-0.01,-0.019,98.75,21.5,0.445,-0.809
6.332,-0.007,-0.009,-0.018,98.75,21.5,0.445,-0.809
6.334,-0.007,-0.008,-0.018,98.75,21.5,0.445,-0.809
6.336,-0.007,-0.007,-0.018,95.25,20.325,0.464,-0.806
6.338,-0.007,-0.007,-0.018,95.25,20.325,0.464,-0.806
6.34,-0.007,-0.007,-0.017,95.25,20.325,0.464,-0.806
6.342,-0.008,-0.008,-0.016,95.25,20.325,0.464,-0.806
6.344,-0.008,-0.009,-0.015,91.85,19.55,0.471,-0.803
6.346,-0.008,-0.011,-0.015,91.85,19.55,0.471,-0.803
6.348,-0.007,-0.011,-0.014,91.85,19.55,0.471,-0.803
6.35,-0.006,-0.011,-0.013,91.85,19.55,0.471,-0.803
6.352,-0.005,-0.011,-0.012,88.75,19.8,0.464,-0.799
6.354,-0.004,-0.01,-0.011,88.75,19.8,0.464,-0.799
6.356,-0.004,-0.009,-0.009,88.75,19.8,0.464,-0.799
6.358,-0.003,-0.008,-0.007,88.75,19.8,0.464,-0.799
6.36,-0.002,-0.007,-0.005,86.1,21.325,0.443,-0.796
6.362,0,-0.006,-0.004,86.1,21.325,0.443,-0.796
6.364,0.002,-0.004,-0.004,86.1,21.325,0.443,-0.796
6.366,0.003,-0.003,-0.003,86.1,21.325,0.443,-0.796
6.368,0.004,-0.002,-0.002,84,23.775,0.41,-0.792
6.37,0.004,-0.001,-0.001,84,23.775,0.41,-0.792
6.372,0.004,0,0,84,23.775,0.41,-0.792
6.374,0.003,0.001,0.001,84,23.775,0.41,-0.792
6.376,0.004,0.003,0.002,82.4,26.3,0.361,-0.789
6.378,0.004,0.005,0.003,82.4,26.3,0.361,-0.789
6.38,0.005,0.009,0.004,82.4,26.3,0.361,-0.789
6.382,0.007,0.012,0.004,82.4,26.3,0.361,-0.789
6.384,0.009,0.016,0.005,81.35,28.3,0.307,-0.787
6.386,0.011,0.02,0.007,81.35,28.3,0.307,-0.787
6.388,0.011,0.026,0.009,81.35,28.3,0.307,-0.787
6.39,0.012,0.032,0.012,81.35,28.3,0.307,-0.787
6.392,0.013,0.04,0.013,80.8,29.625,0.242,-0.785
6.394,0.015,0.047,0.014,80.8,29.625,0.242,-0.785
6.396,0.017,0.054,0.015,80.8,29.625,0.242,-0.785
6.398,0.019,0.061,0.015,80.8,29.625,0.242,-0.785
6.4,0.021,0.067,0.015,80.6,30.175,0.19,-0.783
6.402,0.023,0.072,0.014,80.6,30.175,0.19,-0.783
6.404,0.025,0.077,0.014,80.6,30.175,0.19,-0.783
6.406,0.026,0.082,0.014,80.6,30.175,0.19,-0.783
6.408,0.029,0.088,0.015,80.9,29.875,0.117,-0.781
6.41,0.031,0.094,0.015,80.9,29.875,0.117,-0.781
6.412,0.034,0.099,0.016,80.9,29.875,0.117,-0.781
6.414,0.036,0.103,0.017,80.9,29.875,0.117,-0.781
6.416,0.038,0.105,0.018,81.55,28.925,0.045,-0.778
6.418,0.041,0.107,0.02,81.55,28.925,0.045,-0.778
6.42,0.043,0.107,0.021,81.55,28.925,0.045,-0.778
6.422,0.044,0.108,0.021,81.55,28.925,0.045,-0.778
6.424,0.044,0.106,0.021,82.4,27.7,-0.025,-0.776
6.426,0.044,0.105,0.022,82.4,27.7,-0.025,-0.776
6.428,0.043,0.102,0.021,82.4,27.7,-0.025,-0.776
6.43,0.042,0.098,0.021,82.4,27.7,-0.025,-0.776
6.432,0.039,0.092,0.02,83.4,26.35,-0.092,-0.773
6.434,0.036,0.087,0.019,83.4,26.35,-0.092,-0.773
6.436,0.032,0.081,0.018,83.4,26.35,-0.092,-0.773
6.438,0.028,0.074,0.016,83.4,26.35,-0.092,-0.773
6.44,0.025,0.067,0.015,84.45,25,-0.146,-0.77
6.442,0.023,0.059,0.015,84.45,25,-0.146,-0.77
6.444,0.021,0.051,0.015,84.45,25,-0.146,-0.77
6.446,0.018,0.044,0.014,84.45,25,-0.146,-0.77
6.448,0.015,0.037,0.013,85.4,23.775,-0.194,-0.767
6.45,0.013,0.031,0.013,85.4,23.775,-0.194,-0.767
6.452,0.012,0.027,0.011,85.4,23.775,-0.194,-0.767
6.454,0.011,0.023,0.01,85.4,23.775,-0.194,-0.767
6.456,0.009,0.019,0.007,86.35,22.55,-0.232,-0.764
6.458,0.008,0.016,0.005,86.35,22.55,-0.232,-0.764
6.46,0.005,0.013,0.002,86.35,22.55,-0.232,-0.764
6.462,0.003,0.01,-0.001,86.35,22.55,-0.232,-0.764
6.464,0.001,0.007,-0.003,87.1,21.375,-0.258,-0.76
6.466,-0.001,0.004,-0.005,87.1,21.375,-0.258,-0.76
6.468,-0.003,0,-0.006,87.1,21.375,-0.258,-0.76
6.47,-0.005,-0.004,-0.008,87.1,21.375,-0.258,-0.76
6.472,-0.006,-0.007,-0.01,87.7,20.325,-0.273,-0.757
6.474,-0.008,-0.01,-0.012,87.7,20.325,-0.273,-0.757
6.476,-0.009,-0.012,-0.013,87.7,20.325,-0.273,-0.757
6.478,-0.011,-0.014,-0.015,87.7,20.325,-0.273,-0.757
6.48,-0.011,-0.015,-0.015,88,19.5,-0.277,-0.753
6.482,-0.011,-0.017,-0.016,88,19.5,-0.277,-0.753
6.484,-0.011,-0.018,-0.017,88,19.5,-0.277,-0.753
6.486,-0.011,-0.018,-0.018,88,19.5,-0.277,-0.753
6.488,-0.011,-0.018,-0.018,88.1,18.975,-0.273,-0.75
6.49,-0.011,-0.018,-0.019,88.1,18.975,-0.273,-0.75
6.492,-0.011,-0.017,-0.019,88.1,18.975,-0.273,-0.75
6.494,-0.012,-0.016,-0.019,88.1,18.975,-0.273,-0.75
6.496,-0.013,-0.016,-0.019,88.1,18.675,-0.262,-0.747
6.498,-0.015,-0.016,-0.019,88.1,18.675,-0.262,-0.747
6.5,-0.015,-0.017,-0.019,88.1,18.675,-0.262,-0.747
6.502,-0.014,-0.018,-0.019,88.1,18.675,-0.262,-0.747
6.504,-0.013,-0.019,-0.019,88,18.55,-0.25,-0.745
6.506,-0.012,-0.02,-0.019,88,18.55,-0.25,-0.745
6.508,-0.011,-0.021,-0.019,88,18.55,-0.25,-0.745
6.51,-0.01,-0.023,-0.019,88,18.55,-0.25,-0.745
6.512,-0.009,-0.024,-0.018,87.75,18.625,-0.232,-0.743
6.514,-0.008,-0.025,-0.018,87.75,18.625,-0.232,-0.743
6.516,-0.007,-0.026,-0.017,87.75,18.625,-0.232,-0.743
6.518,-0.007,-0.027,-0.016,87.75,18.625,-0.232,-0.743
6.52,-0.007,-0.026,-0.016,87.35,18.85,-0.214,-0.741
6.522,-0.007,-0.026,-0.016,87.35,18.85,-0.214,-0.741
6.524,-0.007,-0.026,-0.017,87.35,18.85,-0.214,-0.741
6.526,-0.008,-0.027,-0.018,87.35,18.85,-0.214,-0.741
6.528,-0.009,-0.028,-0.018,86.85,19.15,-0.201,-0.739
6.53,-0.009,-0.029,-0.019,86.85,19.15,-0.201,-0.739
6.532,-0.009,-0.029,-0.019,86.85,19.15,-0.201,-0.739
6.534,-0.01,-0.03,-0.019,86.85,19.15,-0.201,-0.739
6.536,-0.011,-0.03,-0.019,86.3,19.375,-0.19,-0.737
6.538,-0.011,-0.03,-0.019,86.3,19.375,-0.19,-0.737
6.54,-0.011,-0.029,-0.018,86.3,19.375,-0.19,-0.737
6.542,-0.01,-0.029,-0.018,86.3,19.375,-0.19,-0.737
6.544,-0.009,-0.028,-0.016,85.65,19.5,-0.18,-0.733
6.546,-0.007,-0.026,-0.014,85.65,19.5,-0.18,-0.733
6.548,-0.004,-0.022,-0.008,85.65,19.5,-0.18,-0.733
6.55,0,-0.019,-0.002,85.65,19.5,-0.18,-0.733
6.552,0.007,-0.014,0.009,85,19.45,-0.177,-0.729
6.554,0.014,-0.009,0.021,85,19.45,-0.177,-0.729
6.556,0.026,-0.005,0.039,85,19.45,-0.177,-0.729
6.558,0.039,-0.002,0.057,85,19.45,-0.177,-0.729
6.56,0.054,-0.004,0.081,84.35,19.275,-0.177,-0.725
6.562,0.07,-0.007,0.105,84.35,19.275,-0.177,-0.725
6.564,0.088,-0.017,0.132,84.35,19.275,-0.177,-0.725
6.566,0.106,-0.027,0.158,84.35,19.275,-0.177,-0.725
6.568,0.123,-0.042,0.185,83.7,19.1,-0.182,-0.721
6.57,0.14,-0.057,0.212,83.7,19.1,-0.182,-0.721
6.572,0.153,-0.072,0.237,83.7,19.1,-0.182,-0.721
6.574,0.167,-0.088,0.262,83.7,19.1,-0.182,-0.721
6.576,0.176,-0.102,0.283,83.05,19.275,-0.192,-0.717
6.578,0.185,-0.116,0.305,83.05,19.275,-0.192,-0.717
6.58,0.19,-0.129,0.321,83.05,19.275,-0.192,-0.717
6.582,0.194,-0.142,0.336,83.05,19.275,-0.192,-0.717
6.584,0.192,-0.155,0.341,82.5,19.625,-0.205,-0.714
6.586,0.189,-0.168,0.346,82.5,19.625,-0.205,-0.714
6.588,0.174,-0.181,0.333,82.5,19.625,-0.205,-0.714
6.59,0.159,-0.195,0.32,82.5,19.625,-0.205,-0.714
6.592,0.125,-0.206,0.277,81.9,20.025,-0.222,-0.71
6.594,0.091,-0.218,0.233,81.9,20.025,-0.222,-0.71
